"Kernel Name","traffic","dpAI","spAI","dpPerf","spPerf","xtime","Block Size","Grid Size","device","intops","intPerf","intAI","targetName","exeArgs","kernelName"
"__omp_offloading_10309_2f043ab__Z16attention_devicePKfS0_S0_iii_l30",209555498199.43,0.0,0.49323264223116753,0.0,103359612070.97353,2603616.0,"(256, 1, 1)","(256, 1, 1)","NVIDIA GeForce RTX 3080",23527424.0,9036441625.800425,0.04312194957156702,"attention-omp","65536 2048 100","__omp_offloading_10309_2f043ab__Z16attention_devicePKfS0_S0_iii_l30"
"__omp_offloading_10309_2f043ab__Z16attention_devicePKfS0_S0_iii_l30",213351035092.61,0.0,0.47744487202828584,0.0,101863357646.8935,2641696.0,"(256, 1, 1)","(256, 1, 1)","NVIDIA GeForce RTX 3080",23527424.0,8906181483.410656,0.04174426189001015,"attention-omp","65536 2048 100","__omp_offloading_10309_2f043ab__Z16attention_devicePKfS0_S0_iii_l30"
"div_kernel(double *, double *, double *, double *, double *, int)",1746031746.03,0.04672309491983219,0.0,81580007.00280002,0.0,4032.0,"(16, 16, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",2080.0,515873015.8730158,0.2954545454548409,"divergence-cuda","input.txt 10000","div_kernel"
"div_kernel(double *, double *, double *, double *, double *, int)",1806451612.9,0.045891215861417665,0.0,82900260.91080001,0.0,3968.0,"(16, 16, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",2080.0,524193548.38709676,0.2901785714290896,"divergence-cuda","input.txt 10000","div_kernel"
"intt_3_64k_modcrt(unsigned int *, const unsigned long *)",9643557168.78,0.0,0.0,0.0,0.0,88160.0,"(64, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",76098208.0,863182940108.8928,89.50876994884798,"ntt-cuda","100000","intt_3_64k_modcrt"
"intt_3_64k_modcrt(unsigned int *, const unsigned long *)",11458092485.55,0.0,0.0,0.0,0.0,88576.0,"(64, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",76098208.0,859128973988.4393,74.9801046790207,"ntt-cuda","100000","intt_3_64k_modcrt"
"pair_HMM_forward(int, int, const double (*)[41][4][2], const double (*)[4][2][3], const double (*)[41][4][2], const double (*)[2][4][2], const double (*)[2], double (*)[41][4][2])",1811965811.97,0.031322835737995526,0.0,56755907.4912,0.0,3744.0,"(2, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",376.0,100427350.42735043,0.05542452830175869,"phmm-cuda","1000","pair_HMM_forward"
"pair_HMM_forward(int, int, const double (*)[41][4][2], const double (*)[4][2][3], const double (*)[41][4][2], const double (*)[2][4][2], const double (*)[2], double (*)[41][4][2])",1833333333.33,0.030702540106964916,0.0,56287990.196,0.0,3840.0,"(2, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",376.0,97916666.66666666,0.053409090909188016,"phmm-cuda","1000","pair_HMM_forward"
"void SoAKernel<4096>(const ApplesOnTrees *, int *)",306460093896.71,0.0,0.0,0.0,0.0,224928.0,"(256, 1, 1)","(16, 1, 1)","NVIDIA GeForce RTX 3080",18911232.0,84076824583.86682,0.27434836136350027,"layout-cuda","1000","SoAKernel"
"void SoAKernel<4096>(const ApplesOnTrees *, int *)",308191019244.48,0.0,0.0,0.0,0.0,224480.0,"(256, 1, 1)","(16, 1, 1)","NVIDIA GeForce RTX 3080",18911232.0,84244618674.26941,0.2733519584081077,"layout-cuda","1000","SoAKernel"
"void AoSKernel<4096>(const AppleTree *, int *)",94243915251.27,0.0,0.0,0.0,0.0,731008.0,"(256, 1, 1)","(16, 1, 1)","NVIDIA GeForce RTX 3080",18911232.0,25870075293.293644,0.2745012792000386,"layout-cuda","1000","AoSKernel"
"void AoSKernel<4096>(const AppleTree *, int *)",94451759761.86,0.0,0.0,0.0,0.0,731008.0,"(256, 1, 1)","(16, 1, 1)","NVIDIA GeForce RTX 3080",18911232.0,25870075293.293644,0.27389722921541676,"layout-cuda","1000","AoSKernel"
"cool_kernel(int, double, const double *, double *, int)",2741660348.75,94.33226537909339,2.0377996195695243,258627031597.6227,5586954415.671599,6077952.0,"(256, 1, 1)","(3907, 1, 1)","NVIDIA GeForce RTX 3080",632535444.0,104070490191.4329,37.95892888004219,"cooling-cuda","1000000 1000","cool_kernel"
"cool_kernel(int, double, const double *, double *, int)",5843709195.06,44.25825316231338,0.9561359814575494,258632360961.90402,5587380626.571199,6077696.0,"(256, 1, 1)","(3907, 1, 1)","NVIDIA GeForce RTX 3080",632535444.0,104074873767.95416,17.809728426584645,"cooling-cuda","1000000 1000","cool_kernel"
"__omp_offloading_10309_2fc5472_main_l198",297907841552.14,0.0,1.2264883319124,0.0,365380491648.9078,118752.0,"(6, 1, 1)","(53568, 1, 1)","NVIDIA GeForce RTX 3080",18997956.0,159980092966.8553,0.5370120240317859,"p4-omp","100000","__omp_offloading_10309_2fc5472_main_l198"
"__omp_offloading_10309_2fc5472_main_l198",298590651175.36,0.0,1.2269814379490713,0.0,366365186537.2928,118432.0,"(6, 1, 1)","(53568, 1, 1)","NVIDIA GeForce RTX 3080",18997956.0,160412354768.98135,0.5372316719814929,"p4-omp","100000","__omp_offloading_10309_2fc5472_main_l198"
"RANSAC_kernel_block(const float *, const flowvector *, int, int, int, float, int *, int *, int *)",11960707269.16,0.0,58.19245402933496,0.0,696022907918.9258,48864.0,"(256, 1, 1)","(512, 1, 1)","NVIDIA GeForce RTX 3080",58836202.0,1204080754747.8716,100.66969516531225,"rsc-cuda","-f input/vectors.csv -g 512","RANSAC_kernel_block"
"RANSAC_kernel_block(const float *, const flowvector *, int, int, int, float, int *, int *, int *)",9256178420.74,0.0,69.21164757585588,0.0,640635358755.4991,53088.0,"(256, 1, 1)","(512, 1, 1)","NVIDIA GeForce RTX 3080",58836202.0,1108276861060.88,119.73374006896866,"rsc-cuda","-f input/vectors.csv -g 512","RANSAC_kernel_block"
"make_back(const dsu3_matrix *, const dsu3_matrix *, const unsigned long *, const unsigned long *, dsu3_matrix *, dsu3_matrix *, int)",172973018922.46,0.028969229521107417,0.0,5010895086.1236,0.0,7528832.0,"(1, 1, 1)","(524288, 1, 1)","NVIDIA GeForce RTX 3080",55050240.0,7311923018.0723915,0.04227204371885401,"dslash-cuda","256","make_back"
"dslash(const dsu3_matrix *, const dsu3_matrix *, const dsu3_matrix *, const dsu3_matrix *, const dsu3_vector *, dsu3_vector *, const unsigned long *, const unsigned long *, const unsigned long *, const unsigned long *, int)",435909980542.52,0.22264271905965047,0.0,97052183333.22598,0.0,6710016.0,"(256, 1, 1)","(2048, 1, 1)","NVIDIA GeForce RTX 3080",154664960.0,23049864560.68063,0.05287757929284731,"dslash-cuda","256","dslash"
"dslash(const dsu3_matrix *, const dsu3_matrix *, const dsu3_matrix *, const dsu3_matrix *, const dsu3_vector *, dsu3_vector *, const unsigned long *, const unsigned long *, const unsigned long *, const unsigned long *, int)",437086753851.51,0.22210272769685266,0.0,97078160270.58319,0.0,6706976.0,"(256, 1, 1)","(2048, 1, 1)","NVIDIA GeForce RTX 3080",154664960.0,23060312128.744755,0.052759119157793,"dslash-cuda","256","dslash"
"_ZL14timedReductionPKfPfPl",2188034188.03,0.0,0.0,0.0,0.0,3744.0,"(256, 1, 1)","(32, 1, 1)","NVIDIA GeForce RTX 3080",434464.0,116042735042.73505,53.03515625010151,"clock-cuda","","timedReduction"
"__omp_offloading_10309_2f0473b__Z14generate_tablePiii_l8",697025370675.45,0.0,0.0,0.0,0.0,97120.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",374013952.0,3851049752883.0312,5.52497787727753,"bwt-omp","10000000","__omp_offloading_10309_2f0473b__Z14generate_tablePiii_l8"
"__omp_offloading_10309_2f0473b__Z20reconstruct_sequencePKiPKcPci_l43",402751963721.76,0.0,0.0,0.0,0.0,790336.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",424928059.0,537654945491.5377,1.3349530081074292,"bwt-omp","10000000","__omp_offloading_10309_2f0473b__Z20reconstruct_sequencePKiPKcPci_l43"
"__omp_offloading_10309_2f0473b__Z17bitonic_sort_stepPiiiiPKci_l26",430128924035.47,0.0,0.0,0.0,0.0,267072.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",477808224.0,1789061466570.8123,4.159360988295871,"bwt-omp","10000000","__omp_offloading_10309_2f0473b__Z17bitonic_sort_stepPiiiiPKci_l26"
"__omp_offloading_10309_2f0473b__Z17bitonic_sort_stepPiiiiPKci_l26",461058487520.18,0.0,0.0,0.0,0.0,257696.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",466851984.0,1811638457717.6206,3.9293029122217975,"bwt-omp","10000000","__omp_offloading_10309_2f0473b__Z17bitonic_sort_stepPiiiiPKci_l26"
"jacobi_step(float *, const float *, float *)",506755164835.16,0.0,1.1642438406628026,0.0,589986579383.3983,72800.0,"(16, 16, 1)","(128, 128, 1)","NVIDIA GeForce RTX 3080",139632680.0,1918031318681.3184,3.7849270254704277,"jacobi-cuda","","jacobi_step"
"jacobi_step(float *, const float *, float *)",470130857648.1,0.0,1.2621723866047698,0.0,593386186614.2496,72384.0,"(16, 16, 1)","(128, 128, 1)","NVIDIA GeForce RTX 3080",139632680.0,1929054487179.487,4.103228826182291,"jacobi-cuda","","jacobi_step"
"swap_data(const float *, float *)",668480697384.81,0.0,0.0,0.0,0.0,51392.0,"(16, 16, 1)","(128, 128, 1)","NVIDIA GeForce RTX 3080",37724172.0,734047556039.8505,1.098083398535735,"jacobi-cuda","","swap_data"
"swap_data(const float *, float *)",671012437810.95,0.0,0.0,0.0,0.0,51456.0,"(16, 16, 1)","(128, 128, 1)","NVIDIA GeForce RTX 3080",37724172.0,733134561567.1642,1.0925796904136023,"jacobi-cuda","","swap_data"
"__omp_offloading_10309_2fc53da__Z18BP_queens_root_dfsijiPK10queen_rootPyS2__l62",1724162544.82,0.0,0.0,0.0,0.0,166410816.0,"(128, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",114143672600.0,685914986439.3429,397.8250127866868,"nqueen-omp","15 7 100","__omp_offloading_10309_2fc53da__Z18BP_queens_root_dfsijiPK10queen_rootPyS2__l62"
"__omp_offloading_10309_2fc53da__Z18BP_queens_root_dfsijiPK10queen_rootPyS2__l62",1711877022.71,0.0,0.0,0.0,0.0,168912096.0,"(128, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",114143672600.0,675757836786.3009,394.7467182639891,"nqueen-omp","15 7 100","__omp_offloading_10309_2fc53da__Z18BP_queens_root_dfsijiPK10queen_rootPyS2__l62"
"VoteAllKernel2(const unsigned int *, unsigned int *, int)",1189930502.29,0.0,0.0,0.0,0.0,687502336.0,"(128, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",2560000768.0,3723624828.527128,3.129279248965447,"vote-cuda","32 10000000","VoteAllKernel2"
"VoteAllKernel2(const unsigned int *, unsigned int *, int)",1189904698.51,0.0,0.0,0.0,0.0,687502400.0,"(128, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",2560000768.0,3723624481.8927174,3.129346817905202,"vote-cuda","32 10000000","VoteAllKernel2"
"VoteAnyKernel1(const unsigned int *, unsigned int *, int)",1189841769.28,0.0,0.0,0.0,0.0,687502400.0,"(128, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",2560000768.0,3723624481.8927174,3.1295123251102255,"vote-cuda","32 10000000","VoteAnyKernel1"
"VoteAnyKernel1(const unsigned int *, unsigned int *, int)",1217163297.18,0.0,0.0,0.0,0.0,687502400.0,"(128, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",2560000768.0,3723624481.8927174,3.0592645132496545,"vote-cuda","32 10000000","VoteAnyKernel1"
"VoteAnyKernel3(bool *, int, int)",1209671542.69,0.0,0.0,0.0,0.0,395835424.0,"(96, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",1920000672.0,4850502394.6517725,4.009768125871173,"vote-cuda","32 10000000","VoteAnyKernel3"
"VoteAnyKernel3(bool *, int, int)",1159746997.95,0.0,0.0,0.0,0.0,395835520.0,"(96, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",1920000672.0,4850501218.283795,4.1823787661081875,"vote-cuda","32 10000000","VoteAnyKernel3"
"sum(long *, int)",1500000000.0,0.0,0.0,0.0,0.0,2816.0,"(32, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",470.0,166903409.09090906,0.11126893939393938,"concurrentKernels-cuda","4","sum"
"clock_block(long *, long)",1201424979.09,0.0,0.0,0.0,0.0,996330688.0,"(1, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",17550012.0,17614645.630588066,0.014661461129208414,"concurrentKernels-cuda","4","clock_block"
"clock_block(long *, long)",1200869520.08,0.0,0.0,0.0,0.0,996330752.0,"(1, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",17550012.0,17614644.499099027,0.014668241806924677,"concurrentKernels-cuda","4","clock_block"
"kernel_filter(float, int, const int *, const long *, const unsigned short *, const unsigned short *, const long *, const int *, int *, const unsigned short *, int)",660270137179.04,0.0,0.0,0.0,0.0,90976.0,"(128, 1, 1)","(10000, 1, 1)","NVIDIA GeForce RTX 3080",120456079.0,1324042373812.8738,2.005304040358021,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_filter"
"kernel_filter(float, int, const int *, const long *, const unsigned short *, const unsigned short *, const long *, const int *, int *, const unsigned short *, int)",650335628851.03,0.0,0.0,0.0,0.0,88288.0,"(128, 1, 1)","(10000, 1, 1)","NVIDIA GeForce RTX 3080",120680839.0,1366899680590.7937,2.101837297467066,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_filter"
"kernel_mergeIndex(const long *, const unsigned short *, unsigned short *, const long *, int)",55849258477.72,0.0,0.0,0.0,0.0,1076704.0,"(128, 1, 1)","(79, 1, 1)","NVIDIA GeForce RTX 3080",69552706.0,64597796608.91015,1.1566455557271222,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_mergeIndex"
"kernel_magic(float, const int *, const int *, int *, int, int)",72761904761.9,0.0,0.04090125500470321,0.0,2976053221.2944,3360.0,"(128, 1, 1)","(79, 1, 1)","NVIDIA GeForce RTX 3080",220239.0,65547321428.57143,0.900846695026237,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_magic"
"kernel_magic(float, const int *, const int *, int *, int, int)",71962264150.94,0.0,0.04090882516811619,0.0,2943891682.8526,3392.0,"(128, 1, 1)","(79, 1, 1)","NVIDIA GeForce RTX 3080",219823.0,64806308962.264145,0.900559615888873,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_magic"
"kernel_baseToNumber(char *, long)",55977742864.62,0.0,0.0,0.0,0.0,488832.0,"(128, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",142367328.0,291239787902.5923,5.202778336506786,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_baseToNumber"
"kernel_cleanTable(const long *, const unsigned short *, const unsigned short *, const long *, unsigned short *, int)",2961538461.54,0.0,0.0,0.0,0.0,3328.0,"(128, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",137830.0,41415264423.07692,13.984374999992735,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_cleanTable"
"kernel_cleanTable(const long *, const unsigned short *, const unsigned short *, const long *, unsigned short *, int)",3123809523.81,0.0,0.0,0.0,0.0,3360.0,"(128, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",137872.0,41033333333.333336,13.135670731705316,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_cleanTable"
"kernel_align(float, const int *, const long *, const unsigned int *, const int *, int, int *, int)",1315487147.98,0.0,0.0,0.0,0.0,38121312.0,"(128, 1, 1)","(79, 1, 1)","NVIDIA GeForce RTX 3080",569541183.0,14940230362.480701,11.357184587794881,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_align"
"kernel_align(float, const int *, const long *, const unsigned int *, const int *, int, int *, int)",1141875296.83,0.0,0.0,0.0,0.0,37731840.0,"(128, 1, 1)","(79, 1, 1)","NVIDIA GeForce RTX 3080",172435726.0,4570032259.22722,4.002216592227056,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_align"
"kernel_updateRepresentative(int *, int *, int)",1000000000.0,0.0,0.0,0.0,0.0,2816.0,"(1, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",13.0,4616477.2727272725,0.004616477272727272,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_updateRepresentative"
"kernel_updateRepresentative(int *, int *, int)",976744186.05,0.0,0.0,0.0,0.0,2752.0,"(1, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",13.0,4723837.209302326,0.004836309523792251,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_updateRepresentative"
"kernel_createIndex7(const char *, const int *, const long *, unsigned short *, unsigned short *, long *, int *, int)",43792215696.42,0.0,0.0,0.0,0.0,1051552.0,"(128, 1, 1)","(79, 1, 1)","NVIDIA GeForce RTX 3080",714957231.0,679906681742.7954,15.525742895863056,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_createIndex7"
"kernel_compressData(const int *, const long *, const char *, unsigned int *, int *, int)",69025811034.81,0.0,0.0,0.0,0.0,270272.0,"(128, 1, 1)","(79, 1, 1)","NVIDIA GeForce RTX 3080",186923150.0,691611228688.1364,10.019603077743687,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_compressData"
"kernel_makeTable(const long *, const unsigned short *, const unsigned short *, const long *, unsigned short *, int)",3106796116.5,0.0,0.0,0.0,0.0,3296.0,"(128, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",137830.0,41817354368.93204,13.45996093752103,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_makeTable"
"kernel_makeTable(const long *, const unsigned short *, const unsigned short *, const long *, unsigned short *, int)",3504761904.76,0.0,0.0,0.0,0.0,3360.0,"(128, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",137872.0,41033333333.333336,11.707880434788972,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_makeTable"
"kernel_createCutoff(float, int, const int *, long *, int *, int)",15181818181.82,0.0,0.7019121086865974,0.0,10656302013.6978,2816.0,"(128, 1, 1)","(79, 1, 1)","NVIDIA GeForce RTX 3080",60224.0,21386363636.363636,1.4086826347303703,"deredundancy-cuda","i ../deredundancy-sycl/testData.fasta","kernel_createCutoff"
"__omp_offloading_10309_2fc51a2_main_l73",40654296271.95,0.0,164.58014443707484,0.0,6690889952425.164,9638496.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",14006536192.0,1453186907168.9194,35.74497754057955,"minkowski-omp","100","__omp_offloading_10309_2fc51a2_main_l73"
"__omp_offloading_10309_2fc51a2_main_l73",40881701438.23,0.0,163.66388759151027,0.0,6690858188736.159,9638528.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",14006536192.0,1453182082575.2646,35.546027475665184,"minkowski-omp","100","__omp_offloading_10309_2fc51a2_main_l73"
"__omp_offloading_10309_2fc5340__ZN11GSimulation5StartEv_l169",101240423.2,0.0,0.2847092110575057,0.0,28824081.0164,701696.0,"(128, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",8550.0,12184763.77234586,0.12035472973354638,"nbody-omp","16000 10","__omp_offloading_10309_2fc5340__ZN11GSimulation5StartEv_l169"
"__omp_offloading_10309_2fc5340__ZN11GSimulation5StartEv_l169",98925122.97,0.0,0.29138346672504517,0.0,28825145.2772,702592.0,"(128, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",8550.0,12169224.81326289,0.12301450276643401,"nbody-omp","16000 10","__omp_offloading_10309_2fc5340__ZN11GSimulation5StartEv_l169"
"__omp_offloading_10309_2fc5340__ZN11GSimulation5StartEv_l115",261838139.51,0.0,7536.478879604761,0.0,1973337608292.1196,4151328.0,"(256, 1, 1)","(63, 1, 1)","NVIDIA GeForce RTX 3080",1280773055.0,308521286441.3508,1178.2900956243923,"nbody-omp","16000 10","__omp_offloading_10309_2fc5340__ZN11GSimulation5StartEv_l115"
"__omp_offloading_10309_2fc5340__ZN11GSimulation5StartEv_l115",196638279.14,0.0,10051.8420319709,0.0,1976576919353.8787,4144544.0,"(256, 1, 1)","(63, 1, 1)","NVIDIA GeForce RTX 3080",1280773055.0,309026289743.81744,1571.5469597036133,"nbody-omp","16000 10","__omp_offloading_10309_2fc5340__ZN11GSimulation5StartEv_l115"
"__omp_offloading_10309_2fc5340__ZN11GSimulation5StartEv_l147",128550264550.26,0.0,0.37034145129825957,0.0,47607491538.3185,6048.0,"(256, 1, 1)","(63, 1, 1)","NVIDIA GeForce RTX 3080",708543.0,117153273809.5238,0.9113421447975297,"nbody-omp","16000 10","__omp_offloading_10309_2fc5340__ZN11GSimulation5StartEv_l147"
"__omp_offloading_10309_2fc5340__ZN11GSimulation5StartEv_l147",121060000000.0,0.0,0.3716684255378167,0.0,44994179595.60809,6400.0,"(256, 1, 1)","(63, 1, 1)","NVIDIA GeForce RTX 3080",708543.0,110709843749.99998,0.9145039133487526,"nbody-omp","16000 10","__omp_offloading_10309_2fc5340__ZN11GSimulation5StartEv_l147"
"__omp_offloading_10309_2fc52b7__Z20compact_cell_centric9full_data12compact_dataiPPc_l212",91232603292.22,1.6093858717358338,0.13263391239351918,146828462780.179,12100537112.492998,6823360.0,"(128, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",1012626375.0,148405825722.22482,1.6266753371804787,"multimaterial-omp","2000 2000","__omp_offloading_10309_2fc52b7__Z20compact_cell_centric9full_data12compact_dataiPPc_l212"
"__omp_offloading_10309_2fc52b7__Z20compact_cell_centric9full_data12compact_dataiPPc_l199",500821793416.57,0.4718349185696225,0.055514970978971616,236305210114.5996,27803107327.157402,28192.0,"(128, 1, 1)","(3062, 1, 1)","NVIDIA GeForce RTX 3080",15676096.0,556047673098.7515,1.1102705201892964,"multimaterial-omp","2000 2000","__omp_offloading_10309_2fc52b7__Z20compact_cell_centric9full_data12compact_dataiPPc_l199"
"__omp_offloading_10309_2fc52b7__Z20compact_cell_centric9full_data12compact_dataiPPc_l112",315451385231.22,0.6608576544974647,0.08349706135773097,208468462551.88022,26339263668.032402,303776.0,"(128, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",142297800.0,468430027388.6021,1.4849515624895788,"multimaterial-omp","2000 2000","__omp_offloading_10309_2fc52b7__Z20compact_cell_centric9full_data12compact_dataiPPc_l112"
"__omp_offloading_10309_2fc52b7__Z20compact_cell_centric9full_data12compact_dataiPPc_l165",691240598463.4,0.06955025810704366,0.0,48075962037.1968,0.0,158272.0,"(128, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",154857400.0,978425748079.2559,1.4154633715876308,"multimaterial-omp","2000 2000","__omp_offloading_10309_2fc52b7__Z20compact_cell_centric9full_data12compact_dataiPPc_l165"
